,average_temperature,precipitation,windspeed,city,date
2022-01-01,-13.6,25.0,12.3,Kurgan,2022-01-01
2022-02-01,-8.4,10.9,13.0,Kurgan,2022-02-01
2022-03-01,-8.4,20.5,12.6,Kurgan,2022-03-01
2022-04-01,7.6,20.3,12.1,Kurgan,2022-04-01
2022-06-01,16.9,73.2,11.3,Kurgan,2022-06-01
2022-07-01,20.5,32.9,10.3,Kurgan,2022-07-01
2022-08-01,19.1,20.9,9.7,Kurgan,2022-08-01
2022-09-01,11.9,70.5,11.1,Kurgan,2022-09-01
2022-10-01,5.1,12.0,12.5,Kurgan,2022-10-01
2022-11-01,-7.4,42.8,11.2,Kurgan,2022-11-01
2019-12-01,2.1,18.0,3.5,Vladikavkaz,2019-12-01
2020-01-01,-0.5,45.0,3.5,Vladikavkaz,2020-01-01
2020-02-01,1.4,40.0,4.7,Vladikavkaz,2020-02-01
2020-03-01,7.2,88.0,4.3,Vladikavkaz,2020-03-01
2020-04-01,7.9,76.0,4.7,Vladikavkaz,2020-04-01
2020-05-01,14.9,214.0,4.9,Vladikavkaz,2020-05-01
2020-06-01,20.9,134.0,4.9,Vladikavkaz,2020-06-01
2020-07-01,23.5,52.0,4.9,Vladikavkaz,2020-07-01
2020-08-01,20.2,162.0,4.8,Vladikavkaz,2020-08-01
2020-09-01,18.3,38.0,3.8,Vladikavkaz,2020-09-01
2020-10-01,13.6,20.0,3.7,Vladikavkaz,2020-10-01
2020-11-01,4.1,16.0,3.3,Vladikavkaz,2020-11-01
2020-12-01,-0.9,18.0,2.9,Vladikavkaz,2020-12-01
2021-01-01,2.1,16.0,4.2,Vladikavkaz,2021-01-01
2021-02-01,1.5,40.0,4.2,Vladikavkaz,2021-02-01
2021-03-01,2.1,40.0,4.6,Vladikavkaz,2021-03-01
2021-04-01,11.3,72.0,5.0,Vladikavkaz,2021-04-01
2021-05-01,17.5,72.0,5.1,Vladikavkaz,2021-05-01
2021-06-01,19.9,165.0,4.5,Vladikavkaz,2021-06-01
2021-07-01,22.6,145.0,4.8,Vladikavkaz,2021-07-01
2021-08-01,23.0,55.0,4.6,Vladikavkaz,2021-08-01
2021-09-01,14.4,90.0,3.7,Vladikavkaz,2021-09-01
2021-10-01,8.7,61.0,3.3,Vladikavkaz,2021-10-01
2021-11-01,5.7,40.0,3.4,Vladikavkaz,2021-11-01
2021-12-01,2.5,8.2,3.6,Vladikavkaz,2021-12-01
2022-01-01,-0.5,24.0,4.0,Vladikavkaz,2022-01-01
2022-02-01,2.7,14.9,3.9,Vladikavkaz,2022-02-01
2022-03-01,0.2,62.5,4.2,Vladikavkaz,2022-03-01
2022-04-01,12.8,63.8,5.0,Vladikavkaz,2022-04-01
2022-05-01,13.0,111.6,4.8,Vladikavkaz,2022-05-01
2022-06-01,19.5,170.1,5.0,Vladikavkaz,2022-06-01
2022-07-01,21.0,122.5,4.6,Vladikavkaz,2022-07-01
2022-08-01,23.3,93.8,4.4,Vladikavkaz,2022-08-01
2022-09-01,17.7,77.6,4.2,Vladikavkaz,2022-09-01
2022-10-01,11.4,78.3,3.4,Vladikavkaz,2022-10-01
2022-11-01,6.2,33.6,3.5,Vladikavkaz,2022-11-01
2021-02-01,-10.9,61.2,14.0,Podolsk,2021-02-01
2021-03-01,-2.1,35.3,13.3,Podolsk,2021-03-01
2021-04-01,7.4,71.6,14.8,Podolsk,2021-04-01
2021-05-01,13.9,100.5,13.2,Podolsk,2021-05-01
2021-06-01,19.9,76.9,9.5,Podolsk,2021-06-01
2021-07-01,21.9,36.3,9.1,Podolsk,2021-07-01
2021-08-01,19.4,115.3,10.4,Podolsk,2021-08-01
2021-09-01,9.6,77.8,14.7,Podolsk,2021-09-01
2021-10-01,5.9,35.2,12.7,Podolsk,2021-10-01
2021-11-01,1.9,56.4,17.2,Podolsk,2021-11-01
2021-12-01,-7.0,55.7,13.2,Podolsk,2021-12-01
2022-01-01,-5.6,68.3,14.9,Podolsk,2022-01-01
2022-02-01,-1.5,28.5,14.5,Podolsk,2022-02-01
2022-03-01,-1.6,16.0,12.9,Podolsk,2022-03-01
2022-04-01,5.7,73.1,15.7,Podolsk,2022-04-01
2022-05-01,10.2,65.7,15.4,Podolsk,2022-05-01
2022-06-01,18.3,47.7,10.5,Podolsk,2022-06-01
2022-07-01,20.1,40.4,10.8,Podolsk,2022-07-01
2022-08-01,21.5,39.8,10.2,Podolsk,2022-08-01
2022-09-01,9.6,72.8,12.6,Podolsk,2022-09-01
2022-10-01,6.7,59.3,12.2,Podolsk,2022-10-01
2022-11-01,-1.1,32.3,15.0,Podolsk,2022-11-01
2021-02-01,12.0,273.5,12.6,Vila Nova de Gaia,2021-02-01
2021-04-01,14.5,115.3,8.8,Vila Nova de Gaia,2021-04-01
2021-05-01,14.4,75.5,11.1,Vila Nova de Gaia,2021-05-01
2021-06-01,18.0,37.6,10.1,Vila Nova de Gaia,2021-06-01
2021-07-01,19.1,18.5,9.9,Vila Nova de Gaia,2021-07-01
2021-08-01,19.6,6.7,8.6,Vila Nova de Gaia,2021-08-01
2021-09-01,19.3,94.4,8.9,Vila Nova de Gaia,2021-09-01
2021-10-01,17.0,142.2,8.3,Vila Nova de Gaia,2021-10-01
2021-11-01,11.3,31.3,7.5,Vila Nova de Gaia,2021-11-01
2021-12-01,12.1,161.3,10.4,Vila Nova de Gaia,2021-12-01
2022-01-01,10.1,34.0,7.7,Vila Nova de Gaia,2022-01-01
2022-02-01,11.6,17.4,7.9,Vila Nova de Gaia,2022-02-01
2022-04-01,12.7,115.6,11.8,Vila Nova de Gaia,2022-04-01
2022-06-01,17.8,95.9,10.4,Vila Nova de Gaia,2022-06-01
2022-07-01,22.3,2.0,9.0,Vila Nova de Gaia,2022-07-01
2022-08-01,20.2,4.4,8.8,Vila Nova de Gaia,2022-08-01
2022-09-01,18.9,134.4,10.4,Vila Nova de Gaia,2022-09-01
2022-10-01,17.2,282.0,11.3,Vila Nova de Gaia,2022-10-01
2022-11-01,13.5,327.0,9.2,Vila Nova de Gaia,2022-11-01
2019-12-01,2.4,41.0,9.6,Bialystok,2019-12-01
2020-01-01,1.8,32.0,9.7,Bialystok,2020-01-01
2020-02-01,2.4,50.0,10.6,Bialystok,2020-02-01
2020-04-01,7.1,5.0,10.7,Bialystok,2020-04-01
2020-05-01,10.7,72.0,9.9,Bialystok,2020-05-01
2020-06-01,18.7,139.0,10.2,Bialystok,2020-06-01
2020-07-01,17.6,43.0,10.0,Bialystok,2020-07-01
2020-08-01,18.7,98.0,10.2,Bialystok,2020-08-01
2020-09-01,14.3,25.0,10.8,Bialystok,2020-09-01
2020-10-01,10.2,85.0,8.5,Bialystok,2020-10-01
2020-11-01,4.9,21.0,9.4,Bialystok,2020-11-01
2020-12-01,0.6,40.0,11.2,Bialystok,2020-12-01
2021-01-01,-3.1,70.0,8.2,Bialystok,2021-01-01
2021-02-01,-4.6,19.0,8.4,Bialystok,2021-02-01
2021-04-01,6.1,25.0,9.1,Bialystok,2021-04-01
2021-05-01,11.7,81.0,8.9,Bialystok,2021-05-01
2021-06-01,19.3,49.0,6.3,Bialystok,2021-06-01
2021-07-01,21.5,118.0,6.4,Bialystok,2021-07-01
2021-08-01,16.1,143.0,6.1,Bialystok,2021-08-01
2021-09-01,11.6,82.0,6.6,Bialystok,2021-09-01
2021-10-01,7.8,10.0,8.4,Bialystok,2021-10-01
2021-11-01,4.1,39.0,9.5,Bialystok,2021-11-01
2022-05-01,11.8,54.8,8.0,Bialystok,2022-05-01
2022-06-01,18.3,62.6,6.5,Bialystok,2022-06-01
2022-07-01,18.0,125.7,7.2,Bialystok,2022-07-01
2022-08-01,20.1,11.3,6.2,Bialystok,2022-08-01
2022-09-01,10.4,86.2,6.0,Bialystok,2022-09-01
2022-10-01,9.8,47.9,6.3,Bialystok,2022-10-01
2022-11-01,2.4,182.7,6.6,Bialystok,2022-11-01
2020-03-01,16.7,179.0,12.0,Iskenderun,2020-03-01
2020-04-01,18.8,67.0,13.3,Iskenderun,2020-04-01
2020-05-01,23.5,60.0,14.9,Iskenderun,2020-05-01
2020-06-01,25.2,30.0,21.1,Iskenderun,2020-06-01
2020-07-01,29.0,0.5,25.4,Iskenderun,2020-07-01
2020-08-01,29.7,17.0,20.9,Iskenderun,2020-08-01
2020-12-01,15.9,44.0,8.4,Iskenderun,2020-12-01
2021-01-01,14.1,250.0,9.8,Iskenderun,2021-01-01
2021-02-01,14.5,58.0,4.7,Iskenderun,2021-02-01
2021-03-01,15.5,132.0,5.9,Iskenderun,2021-03-01
2021-04-01,18.9,52.0,4.6,Iskenderun,2021-04-01
2021-05-01,23.7,1.0,4.4,Iskenderun,2021-05-01
2021-06-01,26.0,1.0,5.6,Iskenderun,2021-06-01
2021-07-01,29.8,0.5,5.3,Iskenderun,2021-07-01
2021-08-01,30.5,9.0,4.1,Iskenderun,2021-08-01
2021-09-01,27.5,108.0,4.2,Iskenderun,2021-09-01
2021-10-01,23.7,20.0,2.6,Iskenderun,2021-10-01
2021-11-01,19.5,42.0,3.1,Iskenderun,2021-11-01
2021-12-01,15.2,148.3,5.4,Iskenderun,2021-12-01
2022-01-01,11.2,209.9,6.0,Iskenderun,2022-01-01
2022-02-01,14.8,53.2,4.0,Iskenderun,2022-02-01
2022-03-01,12.5,196.8,4.8,Iskenderun,2022-03-01
2022-04-01,20.4,10.3,4.1,Iskenderun,2022-04-01
2022-05-01,23.1,34.5,19.7,Iskenderun,2022-05-01
2022-06-01,26.8,64.2,6.3,Iskenderun,2022-06-01
2022-07-01,29.7,0.0,6.4,Iskenderun,2022-07-01
2022-08-01,29.8,66.1,7.4,Iskenderun,2022-08-01
2022-09-01,28.5,42.7,4.9,Iskenderun,2022-09-01
2022-10-01,24.1,28.7,3.9,Iskenderun,2022-10-01
2022-11-01,18.8,54.8,4.4,Iskenderun,2022-11-01
2021-01-01,-2.5,48.3,13.0,Bradford,2021-01-01
2021-02-01,-4.1,56.5,12.8,Bradford,2021-02-01
2021-04-01,8.2,75.9,12.2,Bradford,2021-04-01
2021-05-01,12.5,72.8,9.9,Bradford,2021-05-01
2021-06-01,19.0,104.9,8.7,Bradford,2021-06-01
2021-07-01,19.4,176.8,7.9,Bradford,2021-07-01
2021-08-01,20.6,149.9,6.7,Bradford,2021-08-01
2021-09-01,15.9,92.2,9.1,Bradford,2021-09-01
2021-10-01,13.0,135.5,9.7,Bradford,2021-10-01
2021-11-01,2.6,58.1,10.9,Bradford,2021-11-01
2021-12-01,2.2,94.6,12.6,Bradford,2021-12-01
2022-01-01,-6.5,64.1,12.6,Bradford,2022-01-01
2022-02-01,-2.2,122.6,14.3,Bradford,2022-02-01
2022-04-01,7.7,99.0,12.9,Bradford,2022-04-01
2022-05-01,15.7,112.3,9.8,Bradford,2022-05-01
2022-06-01,18.9,80.2,9.6,Bradford,2022-06-01
2022-07-01,20.6,75.4,7.8,Bradford,2022-07-01
2022-08-01,19.9,91.3,7.2,Bradford,2022-08-01
2022-09-01,15.9,122.6,7.9,Bradford,2022-09-01
2022-10-01,9.0,56.9,10.2,Bradford,2022-10-01
2022-11-01,5.1,102.9,12.3,Bradford,2022-11-01
2019-12-01,2.2,37.0,11.0,Augsburg,2019-12-01
2020-01-01,2.0,17.0,9.9,Augsburg,2020-01-01
2020-02-01,5.1,99.0,19.0,Augsburg,2020-02-01
2020-03-01,4.9,47.0,14.9,Augsburg,2020-03-01
2020-04-01,10.3,23.0,10.7,Augsburg,2020-04-01
2020-05-01,12.1,35.0,9.7,Augsburg,2020-05-01
2020-06-01,16.0,124.0,10.9,Augsburg,2020-06-01
2020-07-01,18.5,42.0,8.8,Augsburg,2020-07-01
2020-08-01,18.8,145.0,8.6,Augsburg,2020-08-01
2020-09-01,14.2,55.0,7.6,Augsburg,2020-09-01
2020-10-01,9.2,68.0,10.1,Augsburg,2020-10-01
2020-11-01,4.7,13.0,8.2,Augsburg,2020-11-01
2020-12-01,1.4,45.0,9.2,Augsburg,2020-12-01
2021-01-01,-0.3,47.0,11.9,Augsburg,2021-01-01
2021-02-01,2.4,46.0,10.1,Augsburg,2021-02-01
2021-03-01,4.0,25.0,11.4,Augsburg,2021-03-01
2021-04-01,6.0,14.0,10.6,Augsburg,2021-04-01
2021-05-01,10.3,140.0,13.7,Augsburg,2021-05-01
2021-06-01,18.4,172.0,8.5,Augsburg,2021-06-01
2021-07-01,17.6,141.0,8.9,Augsburg,2021-07-01
2021-08-01,16.4,91.0,9.1,Augsburg,2021-08-01
2021-09-01,14.6,32.0,6.7,Augsburg,2021-09-01
2021-10-01,8.3,20.0,8.2,Augsburg,2021-10-01
2021-11-01,2.8,33.0,9.2,Augsburg,2021-11-01
2021-12-01,2.3,79.6,11.0,Augsburg,2021-12-01
2022-01-01,1.5,25.4,13.8,Augsburg,2022-01-01
2022-02-01,3.9,27.2,19.2,Augsburg,2022-02-01
2022-03-01,4.5,18.9,10.1,Augsburg,2022-03-01
2022-04-01,7.3,49.4,13.6,Augsburg,2022-04-01
2022-05-01,14.7,63.2,9.1,Augsburg,2022-05-01
2022-06-01,18.8,75.5,8.8,Augsburg,2022-06-01
2022-07-01,19.7,23.3,9.3,Augsburg,2022-07-01
2022-08-01,19.5,71.1,9.1,Augsburg,2022-08-01
2022-09-01,12.9,95.0,10.3,Augsburg,2022-09-01
2022-10-01,12.3,50.1,7.7,Augsburg,2022-10-01
2022-11-01,5.5,38.0,8.4,Augsburg,2022-11-01
2019-12-01,9.8,384.0,13.5,Vigo,2019-12-01
2020-01-01,9.1,183.0,13.5,Vigo,2020-01-01
2020-02-01,12.1,79.0,12.0,Vigo,2020-02-01
2020-04-01,13.3,237.0,11.2,Vigo,2020-04-01
2020-05-01,18.4,45.0,11.5,Vigo,2020-05-01
2020-06-01,17.2,36.0,11.3,Vigo,2020-06-01
2020-07-01,23.0,0.0,11.6,Vigo,2020-07-01
2020-08-01,20.2,65.0,11.4,Vigo,2020-08-01
2020-09-01,19.9,89.0,9.3,Vigo,2020-09-01
2020-10-01,14.0,142.0,12.1,Vigo,2020-10-01
2020-11-01,12.9,109.0,12.1,Vigo,2020-11-01
2020-12-01,8.9,471.0,12.8,Vigo,2020-12-01
2021-01-01,7.8,264.0,13.0,Vigo,2021-01-01
2021-02-01,10.9,336.0,16.7,Vigo,2021-02-01
2021-04-01,14.1,103.0,10.2,Vigo,2021-04-01
2021-05-01,14.0,148.0,11.9,Vigo,2021-05-01
2021-06-01,18.0,70.0,11.4,Vigo,2021-06-01
2021-07-01,19.0,16.0,11.0,Vigo,2021-07-01
2021-08-01,20.1,31.0,9.5,Vigo,2021-08-01
2021-09-01,18.9,66.0,9.8,Vigo,2021-09-01
2021-10-01,16.3,191.0,10.2,Vigo,2021-10-01
2021-11-01,10.4,34.9,9.1,Vigo,2021-11-01
2021-12-01,11.5,236.6,13.4,Vigo,2021-12-01
2022-01-01,9.3,78.5,9.5,Vigo,2022-01-01
2022-02-01,10.5,35.3,10.0,Vigo,2022-02-01
2022-04-01,12.1,59.8,12.9,Vigo,2022-04-01
2022-05-01,17.6,56.3,11.4,Vigo,2022-05-01
2022-06-01,17.6,75.9,10.1,Vigo,2022-06-01
2022-07-01,22.9,2.8,10.2,Vigo,2022-07-01
2022-08-01,21.3,13.2,10.4,Vigo,2022-08-01
2022-09-01,18.8,122.2,11.4,Vigo,2022-09-01
2022-10-01,16.9,311.7,13.6,Vigo,2022-10-01
2022-11-01,12.5,382.7,11.9,Vigo,2022-11-01
2021-02-01,6.1,98.5,6.0,Kocaeli,2021-02-01
2021-03-01,6.3,188.5,6.2,Kocaeli,2021-03-01
2021-04-01,11.3,121.7,6.6,Kocaeli,2021-04-01
2021-05-01,17.0,72.1,6.2,Kocaeli,2021-05-01
2021-06-01,19.5,112.3,4.5,Kocaeli,2021-06-01
2021-07-01,23.7,117.5,5.5,Kocaeli,2021-07-01
2021-08-01,23.3,85.0,5.0,Kocaeli,2021-08-01
2021-09-01,17.8,102.9,4.5,Kocaeli,2021-09-01
2021-10-01,13.2,96.9,3.6,Kocaeli,2021-10-01
2021-11-01,11.1,107.6,5.3,Kocaeli,2021-11-01
2021-12-01,8.9,169.7,8.0,Kocaeli,2021-12-01
2022-01-01,3.8,166.4,6.1,Kocaeli,2022-01-01
2022-02-01,5.9,189.1,6.2,Kocaeli,2022-02-01
2022-03-01,3.9,134.1,6.6,Kocaeli,2022-03-01
2022-04-01,12.3,90.9,7.5,Kocaeli,2022-04-01
2022-06-01,20.6,165.3,7.3,Kocaeli,2022-06-01
2022-07-01,21.8,43.6,7.8,Kocaeli,2022-07-01
2022-08-01,23.8,83.7,7.0,Kocaeli,2022-08-01
2019-12-01,10.4,20.0,18.3,Montpellier,2019-12-01
2020-01-01,8.6,40.0,14.7,Montpellier,2020-01-01
2020-02-01,11.6,7.0,16.4,Montpellier,2020-02-01
2020-04-01,14.1,66.0,12.5,Montpellier,2020-04-01
2020-05-01,19.4,61.0,15.7,Montpellier,2020-05-01
2020-06-01,21.9,18.0,18.4,Montpellier,2020-06-01
2020-07-01,25.4,7.0,14.7,Montpellier,2020-07-01
2020-08-01,24.8,39.0,14.7,Montpellier,2020-08-01
2020-09-01,20.6,18.0,14.0,Montpellier,2020-09-01
2020-10-01,15.0,18.0,17.7,Montpellier,2020-10-01
2020-11-01,12.4,24.0,14.7,Montpellier,2020-11-01
2020-12-01,8.0,49.0,15.8,Montpellier,2020-12-01
2021-01-01,7.1,16.0,17.1,Montpellier,2021-01-01
2021-02-01,10.3,39.0,15.9,Montpellier,2021-02-01
2021-04-01,12.7,42.0,15.4,Montpellier,2021-04-01
2021-05-01,16.6,47.0,18.7,Montpellier,2021-05-01
2021-06-01,23.4,10.0,15.7,Montpellier,2021-06-01
2021-07-01,24.5,38.0,15.9,Montpellier,2021-07-01
2021-08-01,23.5,36.0,14.3,Montpellier,2021-08-01
2021-09-01,21.0,129.0,13.1,Montpellier,2021-09-01
2021-10-01,15.7,122.0,16.4,Montpellier,2021-10-01
2021-11-01,10.2,105.4,14.4,Montpellier,2021-11-01
2021-12-01,8.2,27.3,14.0,Montpellier,2021-12-01
2022-01-01,6.5,2.2,13.1,Montpellier,2022-01-01
2022-02-01,10.7,3.9,19.2,Montpellier,2022-02-01
2022-04-01,14.0,44.0,16.7,Montpellier,2022-04-01
2022-06-01,24.6,7.0,15.6,Montpellier,2022-06-01
2022-07-01,27.0,4.6,14.1,Montpellier,2022-07-01
2022-08-01,26.1,14.3,13.5,Montpellier,2022-08-01
2022-09-01,20.9,168.7,15.2,Montpellier,2022-09-01
2022-10-01,19.1,5.2,13.6,Montpellier,2022-10-01
2022-11-01,12.9,95.1,14.2,Montpellier,2022-11-01
2021-02-01,-0.8,45.1,6.0,Brasov,2021-02-01
2021-04-01,2.9,91.3,4.0,Brasov,2021-04-01
2021-05-01,10.3,107.6,4.8,Brasov,2021-05-01
2021-06-01,13.5,100.9,4.9,Brasov,2021-06-01
2021-07-01,17.5,63.1,4.4,Brasov,2021-07-01
2021-08-01,16.3,92.8,4.2,Brasov,2021-08-01
2021-09-01,10.0,37.3,4.8,Brasov,2021-09-01
2021-10-01,4.7,31.6,4.0,Brasov,2021-10-01
2021-11-01,3.2,48.8,4.4,Brasov,2021-11-01
2021-12-01,-1.6,148.4,4.8,Brasov,2021-12-01
2022-01-01,-4.1,38.5,7.4,Brasov,2022-01-01
2022-02-01,-1.9,34.7,5.3,Brasov,2022-02-01
2022-04-01,4.5,84.1,4.7,Brasov,2022-04-01
2022-06-01,14.9,60.5,4.6,Brasov,2022-06-01
2022-07-01,16.6,83.9,4.7,Brasov,2022-07-01
2022-08-01,16.4,73.7,3.9,Brasov,2022-08-01
2022-09-01,10.6,92.4,3.9,Brasov,2022-09-01
2022-10-01,7.9,34.2,4.6,Brasov,2022-10-01
2022-11-01,3.9,71.3,3.8,Brasov,2022-11-01
2019-12-01,2.5,22.0,7.9,Iasi,2019-12-01
2020-02-01,4.3,32.0,7.6,Iasi,2020-02-01
2020-04-01,11.0,2.0,7.2,Iasi,2020-04-01
2020-05-01,14.4,131.0,6.8,Iasi,2020-05-01
2020-06-01,21.3,98.0,5.7,Iasi,2020-06-01
2020-07-01,23.0,30.0,5.9,Iasi,2020-07-01
2020-08-01,23.4,6.0,6.8,Iasi,2020-08-01
2020-09-01,19.3,26.0,6.6,Iasi,2020-09-01
2020-10-01,14.0,80.0,5.7,Iasi,2020-10-01
2020-11-01,4.6,13.0,5.7,Iasi,2020-11-01
2020-12-01,2.6,41.0,7.6,Iasi,2020-12-01
2021-01-01,0.2,19.0,6.9,Iasi,2021-01-01
2021-02-01,-0.7,28.0,9.3,Iasi,2021-02-01
2021-04-01,8.4,40.0,6.5,Iasi,2021-04-01
2021-05-01,15.5,67.0,6.7,Iasi,2021-05-01
2021-06-01,20.3,109.0,5.8,Iasi,2021-06-01
2021-07-01,23.3,41.0,5.5,Iasi,2021-07-01
2021-08-01,21.0,133.0,5.4,Iasi,2021-08-01
2021-09-01,14.6,7.0,5.3,Iasi,2021-09-01
2021-10-01,9.0,4.0,5.9,Iasi,2021-10-01
2021-11-01,6.4,10.0,6.6,Iasi,2021-11-01
2021-12-01,0.7,63.3,7.3,Iasi,2021-12-01
2022-01-01,0.6,13.8,7.8,Iasi,2022-01-01
2022-02-01,3.9,14.5,7.1,Iasi,2022-02-01
2022-04-01,10.4,49.3,7.7,Iasi,2022-04-01
2022-05-01,16.9,21.5,6.4,Iasi,2022-05-01
2022-06-01,21.9,33.3,6.4,Iasi,2022-06-01
2022-07-01,23.3,29.5,6.4,Iasi,2022-07-01
2022-08-01,22.9,64.1,6.0,Iasi,2022-08-01
2022-09-01,16.1,76.3,5.2,Iasi,2022-09-01
2022-10-01,12.3,7.9,5.4,Iasi,2022-10-01
2022-11-01,5.8,37.3,6.3,Iasi,2022-11-01
2019-12-01,-2.6,145.0,9.7,Nottingham,2019-12-01
2020-01-01,-1.2,50.0,10.0,Nottingham,2020-01-01
2020-02-01,-2.5,68.0,9.2,Nottingham,2020-02-01
2020-03-01,3.2,67.0,11.7,Nottingham,2020-03-01
2020-04-01,6.3,93.0,15.4,Nottingham,2020-04-01
2020-05-01,13.8,48.0,14.4,Nottingham,2020-05-01
2020-06-01,19.8,59.0,10.1,Nottingham,2020-06-01
2020-07-01,22.9,54.0,10.0,Nottingham,2020-07-01
2020-08-01,21.8,38.0,10.6,Nottingham,2020-08-01
2020-09-01,17.0,23.0,11.2,Nottingham,2020-09-01
2020-10-01,10.2,108.0,10.6,Nottingham,2020-10-01
2020-11-01,6.5,105.0,12.0,Nottingham,2020-11-01
2020-12-01,0.1,133.0,13.4,Nottingham,2020-12-01
2021-01-01,-2.2,51.8,10.4,Nottingham,2021-01-01
2021-02-01,-3.0,63.9,9.5,Nottingham,2021-02-01
2021-03-01,2.6,37.0,14.2,Nottingham,2021-03-01
2021-04-01,8.4,86.0,11.5,Nottingham,2021-04-01
2021-05-01,14.3,63.9,9.5,Nottingham,2021-05-01
2021-06-01,21.8,34.3,6.4,Nottingham,2021-06-01
2021-07-01,20.0,282.5,6.5,Nottingham,2021-07-01
2021-08-01,22.2,84.9,5.4,Nottingham,2021-08-01
2021-09-01,17.9,126.0,7.0,Nottingham,2021-09-01
2021-10-01,12.5,133.6,7.5,Nottingham,2021-10-01
2021-11-01,4.5,69.7,7.8,Nottingham,2021-11-01
2021-12-01,0.4,87.0,7.0,Nottingham,2021-12-01
2022-01-01,-5.9,50.3,9.6,Nottingham,2022-01-01
2022-02-01,-1.8,96.4,10.2,Nottingham,2022-02-01
2022-03-01,2.1,89.0,12.0,Nottingham,2022-03-01
2022-04-01,8.5,100.6,12.0,Nottingham,2022-04-01
2022-05-01,15.4,53.0,8.3,Nottingham,2022-05-01
2022-06-01,18.8,67.4,7.5,Nottingham,2022-06-01
2022-07-01,24.1,73.8,6.4,Nottingham,2022-07-01
2022-08-01,23.3,124.0,6.1,Nottingham,2022-08-01
2022-09-01,16.7,100.7,6.9,Nottingham,2022-09-01
2022-10-01,11.5,112.0,6.0,Nottingham,2022-10-01
2022-11-01,7.3,85.5,8.8,Nottingham,2022-11-01
2021-03-01,-3.7,16.1,14.1,Tambov,2021-03-01
2021-04-01,7.6,53.1,14.3,Tambov,2021-04-01
2021-05-01,15.2,76.5,13.5,Tambov,2021-05-01
2021-06-01,20.4,58.8,10.6,Tambov,2021-06-01
2021-07-01,23.2,40.7,9.5,Tambov,2021-07-01
2021-08-01,22.9,38.9,10.9,Tambov,2021-08-01
2021-09-01,11.7,85.1,13.6,Tambov,2021-09-01
2021-10-01,6.3,12.6,13.0,Tambov,2021-10-01
2021-11-01,1.8,69.6,17.2,Tambov,2021-11-01
2021-12-01,-5.9,38.7,13.6,Tambov,2021-12-01
2022-01-01,-6.4,79.0,16.5,Tambov,2022-01-01
2022-02-01,-2.7,50.8,16.9,Tambov,2022-02-01
2022-03-01,-3.6,39.8,15.0,Tambov,2022-03-01
2022-04-01,8.8,69.3,13.6,Tambov,2022-04-01
2022-06-01,19.5,42.4,11.7,Tambov,2022-06-01
2019-12-01,1.1,42.0,5.8,Graz,2019-12-01
2020-01-01,-1.4,3.0,5.1,Graz,2020-01-01
2020-02-01,3.3,20.0,8.3,Graz,2020-02-01
2020-04-01,10.2,90.0,7.5,Graz,2020-04-01
2020-05-01,13.8,82.0,9.4,Graz,2020-05-01
2020-06-01,18.3,175.0,9.0,Graz,2020-06-01
2020-07-01,19.7,173.0,7.6,Graz,2020-07-01
2020-08-01,20.7,275.0,7.2,Graz,2020-08-01
2020-09-01,15.6,140.0,6.3,Graz,2020-09-01
2020-10-01,9.5,86.0,6.2,Graz,2020-10-01
2020-11-01,3.2,30.0,4.9,Graz,2020-11-01
2020-12-01,0.3,86.0,5.0,Graz,2020-12-01
2021-01-01,-1.2,40.0,5.5,Graz,2021-01-01
2021-02-01,2.2,25.0,6.1,Graz,2021-02-01
2021-04-01,7.2,25.0,9.2,Graz,2021-04-01
2021-05-01,12.5,173.0,8.5,Graz,2021-05-01
2021-06-01,21.1,59.0,8.6,Graz,2021-06-01
2021-07-01,21.9,121.0,9.0,Graz,2021-07-01
2021-08-01,18.6,115.0,7.0,Graz,2021-08-01
2021-09-01,15.3,25.0,6.5,Graz,2021-09-01
2021-10-01,8.0,44.0,6.1,Graz,2021-10-01
2021-11-01,3.9,75.0,4.9,Graz,2021-11-01
2021-12-01,-0.4,50.0,5.2,Graz,2021-12-01
2022-01-01,-0.1,7.0,6.7,Graz,2022-01-01
2022-06-01,21.1,105.2,8.7,Graz,2022-06-01
2022-07-01,21.8,82.7,8.3,Graz,2022-07-01
2022-08-01,21.4,71.6,7.5,Graz,2022-08-01
2022-09-01,14.6,264.6,6.5,Graz,2022-09-01
2022-10-01,12.4,21.1,5.2,Graz,2022-10-01
2022-11-01,5.4,41.1,5.4,Graz,2022-11-01
2021-08-01,27.4,34.2,11.8,Groznyy,2021-08-01
2021-09-01,17.5,114.0,11.0,Groznyy,2021-09-01
2021-10-01,10.5,66.7,12.2,Groznyy,2021-10-01
2021-11-01,5.9,28.2,8.6,Groznyy,2021-11-01
2021-12-01,1.9,21.4,7.9,Groznyy,2021-12-01
2022-01-01,0.6,21.5,10.0,Groznyy,2022-01-01
2022-02-01,3.0,19.1,10.8,Groznyy,2022-02-01
2022-03-01,2.2,46.2,13.6,Groznyy,2022-03-01
2022-04-01,13.4,30.3,11.6,Groznyy,2022-04-01
2022-06-01,23.3,81.1,12.0,Groznyy,2022-06-01
2022-07-01,25.4,83.7,13.3,Groznyy,2022-07-01
2022-08-01,27.1,32.8,15.1,Groznyy,2022-08-01
2022-09-01,20.9,37.6,12.1,Groznyy,2022-09-01
2022-10-01,14.0,76.8,11.7,Groznyy,2022-10-01
